Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Acc_3,F1_score_3,Loss
self_mm,"(74.4, 0.0)","(75.28, 0.0)","(48.97, 0.0)","(51.79, 0.0)","(64.55, 0.0)","(64.56, 0.0)","(0.0, 0.0)"
