Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Acc_3,F1_score_3,Loss
self_mm,"(74.34, 0.0)","(74.19, 0.0)","(47.1, 0.0)","(45.48, 0.0)","(46.5, 0.0)","(55.17, 0.0)","(0.0, 0.0)"
