Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss
self_mm,"(78.18, 2.63)","(79.02, 2.33)","(83.83, 0.76)","(83.95, 0.65)","(55.11, 0.33)","(53.41, 0.33)","(53.57, 0.48)","(76.49, 0.2)","(53.56, 0.49)"
